index,gamerTag,numCombosStarted,totalComboDamage,averageComboDamage,maxComboDamage,percentTimeClosestCenter,percentTimeInShield,rollCount,numRecoveries,totalRecoveryDamage,averageRecoveryDamage,maxRecoveryDamage,numSuccessfulRecoveries,recoverySuccessPercent,numEdgeguards,numFailedEdgeguards,edgeguardSuccessPercent,numPunishesStarted,numKillingPunishes,totalPunishDamage,averagePunishDamage,neutralWinPercent,openingsPerKill,won
476,Infinite Numbers,40.71291077625051,957.1536457575797,13.564199435493974,56.7023374750289,56.261858474399986,2.2813622634079596,4.298245843455685,10.959363925805093,266.6561884590112,9.47351605140033,48.2954283211598,21.671342772586353,75.3285238989511,20.86636227945768,4.659597508152615,9.410392182062266,68.57986500539134,11.823313695773493,1978.5256846625982,18.594567995809722,45.807574280784706,6.628034711297881,0.0
477,Infinite Numbers,51.411542992696845,1259.3241071100633,14.62066760021439,67.46628214022134,45.524202351394706,1.581935097880872,21.52367597342444,23.50094230002835,460.1729045735251,8.84997265728649,60.48810052548207,12.023170690398382,65.1215775144391,26.40226092528371,13.069875506768575,41.65192630381161,62.1380280759612,13.29558228518264,1252.4496991194012,21.84548155657071,47.04692481104816,4.3028622080273555,0.0
478,PewPewU,38.16546780771571,1325.3940265354543,19.652763670016103,71.06630103866033,47.03210897526489,8.221227832238498,6.672052827850425,32.31060558487233,227.48674924130847,15.632319214060779,73.2000750339164,19.79454339627398,65.9143738160288,19.19678117647394,7.838542561115398,27.106756738663663,61.313987838712706,7.075611127921948,963.6862509486568,20.602125877910037,53.272878434019866,6.578951538030507,0.0
479,SFAT,94.04353996476988,557.3258015857714,15.942703227500383,84.25026704105301,44.112756042682484,4.243890991768361,18.04433724707213,21.578151581091817,510.010261513333,15.172442808102026,64.26629440576389,11.763039864870535,59.16448312113694,18.353067981241182,10.37724399197703,25.07402571922007,44.41676404579222,7.675481258934526,1185.5655944917817,16.261542404804935,44.424011235314886,4.26987553249808,0.0
480,PewPewU,76.60861499408028,1923.6934380362788,15.667341759120538,48.97657685229615,49.47471653176047,2.186344381203537,18.651324298655883,10.843998914192536,307.77000970986614,18.053583181785037,31.788083757830744,6.734070837455943,81.23091938981757,27.77644772530393,20.486712555810747,29.64316583628295,62.047541904844245,11.453896882426026,1139.6010208491086,22.423425253058724,50.206510345947116,9.540437935004038,0.0
481,Lucky,68.2411015491964,1174.844723988706,10.758120338840168,40.94958384105686,44.93660115793798,3.5974857108172156,26.209943533456283,24.224912892200557,287.01893030283566,8.477766966541997,27.275708460806715,16.61846064660658,39.60905583640781,21.910970904041186,12.154934853823024,25.533198325234878,45.89170083927383,7.2386330649843345,1796.7311896446001,19.260586995150422,50.07944326259511,7.818358136335306,0.0
482,Plup,72.33250536134815,1846.9692594361804,12.923575200016032,54.861191760889,47.45514507782319,7.016855166724224,15.48115650828581,21.33622315575111,366.3773337552243,12.573847950684986,39.50971455460591,5.924043388924574,61.22962007845181,23.57230860898101,13.567287028336487,11.897025273288692,46.58482670113659,5.085759437911383,1379.3941053625801,15.585984572070506,44.526007411716776,5.563732312228637,0.0
483,Lucky,75.51630389553884,1029.5890371458868,16.648709260769294,51.035511121533716,48.95900770498887,3.3419651721019425,3.8658952093168146,16.317848524255716,169.65178497981051,9.121914323696966,56.59325354387025,23.065453238330832,74.87937849560636,19.23265682084059,20.561656682739404,7.656501449275819,66.82646208019221,15.065821723457685,1407.2589662969826,14.970731711851355,52.582079865021,8.083465754053405,0.0
484,S2J,79.17305581399901,1037.9291780711599,11.991105575881427,73.196276725341,52.24858405488653,6.295410526854864,16.236891878389468,9.878931069605127,473.35390796450787,7.249553292659825,34.100972195327884,19.62638215010631,76.13281666103963,22.548719405174683,13.16321763429659,13.83193125513896,57.731912211833176,10.001548767018512,1605.409970602403,15.900810672750822,48.11838487199141,7.7611381813528055,0.0
485,Plup,113.04314869635428,1406.4163797245928,13.166997511467923,62.09562561328775,58.91533929159347,7.783720704675282,14.853121606306669,10.150865650569186,383.2788262917926,20.547929488641568,65.31492367422803,5.856285649619604,66.69757257551049,11.169124291765108,14.634885762385611,17.051606020837358,75.03134909808676,4.138730221634491,594.9735918576215,19.162609743227712,43.53872008163836,6.13241771338711,0.0
486,SFAT,87.93283010646257,1346.374202712071,13.380687942756143,1.303507465494647,51.54789646815185,8.00804709492471,15.626530196825449,12.976934907696595,399.65422102116554,17.433874691276564,22.705979930132195,14.313185037573863,70.0509102509046,16.299609775680267,20.905451300118045,14.366698151615639,25.48771354807869,10.47102414185995,1455.6810526676145,16.071030946485145,44.8230318924949,7.3175117488694355,0.0
487,Plup,77.64812408207642,1668.6407537748175,17.050311028613837,33.802802056979495,54.305751727927955,4.274577162684718,19.208200497776353,23.337820725831712,349.96119856321866,13.290882901995126,40.59954157528496,14.291850616740414,87.43735118730685,10.092708941005899,8.629303637232189,4.142075205318941,72.47888440040796,4.21795872391969,1379.7769042418413,16.200610605831642,45.14798176477661,5.530076850141933,0.0
488,S2J,66.28390957919754,1761.6053590700333,10.196168363624286,47.239647896631865,50.56658994413974,7.046043772765178,23.63109994546531,27.64296410803729,291.1352839907858,15.813707349193919,47.507853775061605,17.101952677109402,55.22828790796916,13.8804259047559,27.61612491677645,16.52837625432189,51.36218176978336,7.780173990821893,1531.4505677091208,20.21701598745768,45.835720330081514,7.614840556396448,0.0
489,SFAT,66.07961135082536,799.2510220149481,12.647434753961889,58.66234367084246,54.478903400116145,3.2425979176532556,22.13602942341617,24.74801957132391,570.8831522649853,18.267791618911083,50.416273007245934,12.429121122920924,62.349328191590686,18.329333085867862,29.126212216346296,31.571378183371557,53.13327534353328,6.85929648830205,1396.163851087089,15.802965811531884,52.49238368502818,6.54201245048009,0.0
490,S2J,79.33830524237744,697.3450408601983,13.402400598277548,55.100322317710535,54.0696804575788,1.6991990332492422,21.744125817246115,14.001479660291087,177.7024974832622,13.675562075523649,36.20755133607096,16.09717572538237,76.2815174460174,17.5035754430044,17.967923618334304,26.658444230163138,50.30573335857572,10.922403357006129,2071.5202012086866,14.919328457150488,47.21762986757353,7.0357296134103775,0.0
491,Lucky,91.35520341950787,831.036375483627,14.012838104680027,61.69213461984869,49.46610483891319,7.293470060462673,30.2741598280985,25.807177699405017,172.615724396543,1.9004669866679722,30.708807702468576,13.034557634568596,52.827642378249756,16.90141407225703,21.70310167439701,6.51835503083085,57.772974465791606,3.636385586298164,1094.2850550830346,18.04096664522972,50.33244273432107,9.297969505166348,0.0
492,Plup,100.87496318780987,981.4730021657667,14.243758460662942,32.149726277961875,50.218875362270694,8.817596104946205,26.676221485484966,29.820991279132052,262.762193930492,2.470219751296652,22.44241971129965,18.822161303419847,81.27723500335938,13.870737995808886,13.407675070880575,8.919133534217822,73.33075787729865,7.326107584347427,986.4735093229478,21.94464307833702,54.00872669264437,5.122908259000454,0.0
493,ChuDat,27.090100838481312,448.00555963776384,17.660219457704013,-2.134484112021937,51.61623129085285,0.8499631014668596,22.49004272690685,21.769669238921118,160.6266749849167,7.796486692891496,61.18661769324961,16.97775833823043,68.64666727060538,28.430990592991932,7.464386857082236,35.02800494715046,89.59399364454976,11.856603653274867,536.9450138563668,24.24398778512082,46.156506395808705,5.609144838364452,0.0
494,Ice,56.41405942010451,1676.0901271436514,17.592162520914176,107.8026399736937,49.45688321131258,5.694939597254332,24.074891547699806,21.232327719955883,538.4750322411593,12.79400522520169,50.288132413153335,0.36417701999381347,73.63143347544845,19.11418802785959,16.95699731942785,27.399538548398933,60.098189082512185,5.109074434436632,1199.5523904601055,17.440425407720202,47.44089243886246,6.934452418641022,0.0
495,ChuDat,30.11957759416422,1373.149067998699,11.505574115404618,67.45137218704636,49.51523833363742,6.108744436626923,27.340137646267443,16.42185741086284,208.05867651131953,11.852610951856498,33.236935563135475,6.863025110478972,53.69135705620006,8.167774091850161,15.570073135670523,40.985460598780456,60.73331343976189,9.086342206579356,1638.5115663851323,22.6629206875277,46.57432923914183,5.378924067174438,0.0
496,Infinite Numbers,132.9568664155293,1497.1830091861543,15.11198532763298,3.5533057869523077,42.84521036648506,8.367528343728125,8.032139189645008,24.7444068512899,449.4017496502196,8.836814844583806,48.99082600306986,13.549075098938486,72.16144347046611,19.376697511465125,12.336384962762128,22.00543117277443,76.14241680620978,10.84476190840392,1705.3095548044794,22.139582035857973,41.69696223895904,5.824114162608321,0.0
497,Leffen,110.72621539882627,1497.440345494934,11.759000762120936,29.692502333907406,49.62798817534946,4.3760486496230016,17.586084322151432,17.907589359508425,280.90123263961624,5.914660344835612,70.14491482465917,2.4255051931466776,62.19679218454864,19.658496287320876,14.346159222043122,32.68994018315226,38.795680604261534,5.889766975917354,1066.403884456704,16.398925503945506,49.415642833232035,6.948044309202128,0.0
498,Lucky,50.8924214666478,836.9896318979888,14.352409098859594,80.76406436525696,50.01001900684094,2.8844716181918875,23.042038816537293,21.14685928543461,397.75046735301316,19.190355126299842,28.14768310206381,9.645377053708062,56.5404341437042,22.1493830322203,16.64306250975254,31.61150209878614,76.26731129920765,6.103915090545476,842.0356925669053,16.91878969921691,43.71427264723397,7.7495603667559685,0.0
499,S2J,103.67532766261169,1103.196652637218,16.832506377826125,28.895143504529088,54.21926623271585,1.8434899612751638,22.60613161845459,21.703725689683708,315.7839887307709,10.806451742128997,59.3688136605205,23.201891312129856,71.72626175162712,24.483304043744667,8.779097794622205,24.887042677352593,74.51349735147303,8.807015351715624,1391.5311788867061,24.468496998227256,46.94930937575478,8.40695968534247,0.0
0,Armada,79.73621275508677,1592.7732825062858,15.828038521248683,76.78209052864973,55.81348652107027,6.122318666878285,-10.94992415699691,12.058192540632731,65.29196366975111,10.135655644957913,42.69153365132356,16.703655262146476,69.06278662055524,23.64766781882526,15.647697892651733,28.57045482342783,73.36522157578588,12.999230028550613,1820.2862043205982,20.040771397372325,58.36580363036804,5.643325438243373,1.0
1,Leffen,101.3071915670684,1429.0924268139834,17.308897166606716,74.95095811340397,45.05903826739397,3.032814740574107,34.26466198567063,33.60700801426458,191.58461175965755,12.644329315929705,60.28804864642862,14.123568765486711,86.7620086513007,22.244290374829355,21.128164004825187,39.087424545279305,56.563603442300625,13.981697956451244,1427.9861737084682,23.947240258565557,54.966209435327144,4.580102260589477,1.0
2,Plup,149.48406270714207,1657.1085354244149,14.764784704925313,37.79887211351668,57.64043537217286,1.7582563517777352,24.89229148765585,34.36859045055509,361.5140886811232,11.101569678302084,52.35709654686861,17.98505871762034,83.96640813287922,18.098092721981853,1.9334488017816085,23.77462450709914,62.28505336069749,10.959275928240679,1773.1346105177927,22.32783813056662,53.949331176806616,4.880108293097883,1.0
3,S2J,102.46873862071553,1491.6393420987677,17.281399786473163,33.548775290748715,50.43166239268796,2.1907056454372014,10.892812541437998,23.792510416241186,-5.475935153796037,6.393548537113948,67.01012251919065,16.162920524907626,83.8542315243532,23.19206524680391,7.998352539175221,38.1725746840406,80.6778409693861,9.618178744732838,1091.4779920831124,18.988476451479386,55.40544356216924,5.455743307167058,1.0
4,Armada,135.2727213600173,1811.3149866030967,16.910229253505463,71.45358341734257,54.03789583751208,1.262561856755167,2.553119382446038,19.46733118369781,232.1659073662221,8.640923092973193,39.83196658515693,5.4367994436802904,82.90247038463416,25.918058438651574,16.862104404316455,40.16355899684787,58.15863035066702,12.366720565323117,977.1343010002988,27.809639633473612,51.05048674880079,5.494379450917386,1.0
5,ChuDat,138.69384490465995,1899.0493923195584,14.209782200738191,54.910861931967275,50.401134731773496,2.365792244803343,19.49171214643131,10.879525009443972,157.95184357928585,1.8984438343461034,56.91445312750159,10.988469616292706,77.2352860282039,27.042690287891475,8.267759877327437,40.355688735575846,93.57930671891418,13.194753621964246,1807.3660410689504,18.835162319244468,50.602857640684455,5.754794998883746,1.0
6,Armada,85.22271579288912,1411.5788752475864,14.551032296642855,66.07962966828295,43.05391638505495,1.3835936734654801,36.04937912703959,28.322944807244873,20.63553234918689,9.032786155730752,53.705843629998526,29.65980307528492,92.34273492710842,18.517818818250642,15.493768653595817,14.651734379766168,59.43871822659762,14.139345816084276,1412.805181014215,24.94734084358524,56.038636280548964,4.472748383494713,1.0
7,SFAT,72.64786248946987,1490.45993669769,15.689433348735168,71.01403843999236,48.00510714700286,5.848155907612808,10.030187068603318,28.847802121921614,84.24982095898162,7.203692080106213,35.17296403408524,24.272592424021404,78.8049247412883,25.64459548260389,10.407890813081211,36.79845474804031,44.23742265670508,13.247096170058445,1820.800170794544,20.440687949999983,55.86233320817288,5.574967419409136,1.0
8,Leffen,142.22828882065366,2013.136095241852,16.732056566176265,80.05491561875704,50.819477587672665,6.63768402535321,8.097211974422713,21.48915863280706,315.5326030167818,6.370082723820846,54.742875155963645,23.475989348048422,57.2449264839715,26.928626241034625,19.554261279764663,42.94968434120126,92.7414167250071,15.034164359460172,2153.9444631412516,20.331461743324034,49.22575612680233,4.740313304719219,1.0
9,Armada,105.75986221625206,2253.020099449349,15.156292859300741,50.749044075087255,54.646728848849634,4.437570775050595,2.5313434649337836,18.05503754738683,128.15954301927286,14.600887389367143,23.323837459443872,28.893009634994023,99.26202971585579,28.972674104766284,19.931674447227124,37.230822964051875,111.78679693650628,12.611385248264025,1841.8732549946294,21.557060358508465,51.859029343122444,5.2839886609639715,1.0
10,Leffen,97.3937243748812,1701.7113373361149,14.263968705614786,54.72658501324965,51.878452261604124,4.799178306503701,10.487127132836747,16.297031086992973,212.6271646838317,7.756164505277655,28.33053183271584,7.40159006979898,85.47258016576777,16.54158049830106,21.563818917084113,46.24148220581584,54.33851535232797,15.966492071085327,1363.7232790256116,19.04850933734208,48.182311608865675,3.812842497263472,1.0
